area,bbox,category_id,id,image_id
0.005,"[0.1763278034979424, 0.7277414319872476, 0.16298010973936902, 0.03127490701381508]",1,2040,401
0.006,"[0.11335090877914952, 0.7786264612114772, 0.16296403463648831, 0.03940289585547285]",1,2041,401
0.005,"[0.10871842181096311, 0.5131502309825989, 0.12583958360015368, 0.03948280850894004]",1,2042,402
0.02,"[0.4338282850922131, 0.8428241832046216, 0.2798535956711065, 0.07195390138589564]",1,2043,402
0.007,"[0.7668893282530738, 0.8677247340956258, 0.1677804415343238, 0.04040581909023788]",4,2044,402
0.003,"[0.47719326331967216, 0.522007889826788, 0.08563762727330937, 0.0293633666836286]",4,2045,402
0.005,"[0.7711557857325819, 0.9021054556543343, 0.0721590636206455, 0.07297863722761011]",2,2046,402
0.002,"[0.6522566998591188, 0.9095532257742657, 0.05129444560066598, 0.04168023003472221]",2,2047,402
0.005,"[0.5289044189453125, 0.5899547482652999, 0.15773173014322917, 0.029489981027511325]",3,2048,403
0.028,"[0.15465005238850912, 0.6350958418629105, 0.2952608871459961, 0.09365424068138406]",1,2049,403
0.017,"[0.17090595245361329, 0.49428805387221636, 0.2197670618693034, 0.07850359258168077]",1,2050,403
0.009,"[0.16423369984647662, 0.7897580284620452, 0.1950521592577762, 0.04858299595141713]",1,2051,403
0.003,"[0.3121650950113932, 0.19175592402821964, 0.17523231506347658, 0.01781967005778834]",3,2052,404
0.003,"[0.49874567667643227, 0.19235725009564272, 0.17456766764322923, 0.016981065887765795]",3,2053,404
0.006,"[0.675484619140625, 0.8714340839189353, 0.07217508951822915, 0.08588212789948446]",2,2054,404
0.004,"[0.782967274983724, 0.8785738600898034, 0.07954421997070316, 0.04656557692694918]",2,2055,404
0.001,"[0.21185225168863933, 0.14757933512578728, 0.030203641255696606, 0.017426976802566385]",3,2056,405
0.002,"[0.5000657653808593, 0.5581425677827142, 0.0976038614908854, 0.021117223854701606]",3,2057,405
0.004,"[0.7738697814941407, 0.8442198688472802, 0.07861429850260415, 0.05589880104701539]",2,2058,405
0.004,"[0.8157685852050781, 0.8917816906440549, 0.0767318216959636, 0.056229597490773386]",2,2059,405
0.003,"[0.7469220479329427, 0.09202269136676128, 0.11122400919596354, 0.030970190241645934]",4,2060,405
0.008,"[0.4089954121907552, 0.6029964722308916, 0.2199208577473959, 0.03759112800519493]",3,2061,406
0.013,"[0.47434254964192707, 0.7579624136698615, 0.24828928629557295, 0.053359198816043785]",3,2062,406
0.018,"[0.09451787312825521, 0.8341331875201353, 0.26824859619140623, 0.06527033540391425]",1,2063,406
0.015,"[0.08959125518798829, 0.7624112945242026, 0.2774797693888346, 0.05540639346407861]",1,2064,406
0.009,"[0.10029713312784831, 0.7006540986680493, 0.16802727381388344, 0.054458932778269964]",1,2065,406
0.007,"[0.7675821687370601, 0.04671275958466454, 0.1519636387163561, 0.045408596246006384]",4,2066,406
0.007,"[0.12697532653808594, 0.17600138106058275, 0.16759628295898435, 0.041301136567523794]",1,2067,407
0.014,"[0.13068302154541014, 0.11625661374389969, 0.2877888107299805, 0.050362794730919855]",1,2068,407
0.001,"[0.48762863159179687, 0.13586890353305447, 0.04983713785807292, 0.029133774164154774]",2,2069,407
0.002,"[0.3296358680931744, 0.2574598062180579, 0.08035956121343446, 0.023207916311754673]",4,2070,407
0.014,"[0.10816884479956664, 0.22353465715502555, 0.285503284127844, 0.04762696976149913]",1,2071,407
0.005,"[0.5616133117675781, 0.8392424435959649, 0.07022878011067712, 0.07264489242711014]",2,2072,408
0.005,"[0.19961466471354167, 0.4646879766405243, 0.1338896687825521, 0.039713987370127324]",3,2073,408
0.003,"[0.43009145100911456, 0.8473390402253141, 0.062488606770833344, 0.04643186588877257]",2,2074,408
0.001,"[0.18331780751546223, 0.40792086739996314, 0.03518294016520185, 0.02047853482347639]",3,2075,409
0.004,"[0.5311043294270833, 0.8763194952848542, 0.0751103719075521, 0.0577566964285714]",2,2076,409
0.003,"[0.08643053690592448, 0.8769210475456668, 0.07143394470214845, 0.0403705561926605]",2,2077,409
0.004,"[0.8344237263997396, 0.9187821287792588, 0.08314331054687496, 0.053989841972122865]",2,2078,410
0.002,"[0.73817626953125, 0.9343679996088671, 0.06118916829427079, 0.029405769973179452]",2,2079,410
0.018,"[0.17236570994059244, 0.6717274459366945, 0.2549282455444336, 0.06927348657981647]",1,2080,411
0.016,"[0.09400648752848308, 0.791804913393001, 0.2599644088745117, 0.05962883074259018]",1,2081,411
0.014,"[0.5822073364257813, 0.6671667197315964, 0.22881164550781252, 0.05901297343145939]",1,2082,411
0.002,"[0.5701225280761719, 0.755327441028713, 0.09308003743489579, 0.025842253694829287]",4,2083,411
0.002,"[0.15125494639078776, 0.8628529027565238, 0.08329659779866536, 0.024369701896746143]",4,2084,411
0.016,"[0.08035841144499231, 0.70206035355803, 0.28033179611456194, 0.056952738366060074]",2,2085,412
0.009,"[0.08910317342789446, 0.7861025677482439, 0.20481392281954403, 0.04587637753931195]",2,2086,412
0.013,"[0.061064548179751536, 0.8816828429318327, 0.2556301679767546, 0.0512238523208014]",2,2087,412
0.004,"[0.5879284467853484, 0.09121435172713123, 0.1414050493084016, 0.02827093092722302]",4,2088,412
0.01,"[0.5320293680826823, 0.660439324133175, 0.20456227620442702, 0.04752263334608564]",3,2089,413
0.011,"[0.1281912104288737, 0.6607423762685245, 0.25601945241292323, 0.04483865954212307]",3,2090,413
0.01,"[0.13578534444173176, 0.814087464637363, 0.26136250813802087, 0.03791856274162375]",3,2091,413
0.004,"[0.5669520568847656, 0.7437319411444909, 0.11377329508463552, 0.03125802266229061]",4,2092,413
0.003,"[0.16760498046875, 0.8726300111750966, 0.11738840738932294, 0.025890704282780286]",4,2093,413
0.003,"[0.15658866882324218, 0.7395756515031008, 0.1140179951985677, 0.02405618883899807]",4,2094,413
0.009,"[0.3322076416015625, 0.7865304062046956, 0.2897314453125, 0.03251490642115007]",3,2095,414
0.008,"[0.3312364959716797, 0.8596386467058634, 0.2574905141194661, 0.031411554395538]",3,2096,414
0.006,"[0.33099522908528645, 0.8242067946601159, 0.2882649739583334, 0.02132234868315086]",3,2097,414
0.003,"[0.7457598681863584, 0.337066865303147, 0.10288813342786818, 0.03095084176936619]",4,2098,414
0.003,"[0.7465173730022832, 0.2835501012667804, 0.10080833957619861, 0.02587729440608494]",4,2099,414
0.004,"[0.23166264851888022, 0.9319551908052884, 0.0740741475423177, 0.049885059739651294]",2,2100,415
0.007,"[0.21106505102040815, 0.10866515010626993, 0.15670705782312924, 0.04316800611052071]",4,2101,415
0.009,"[0.11394557823129252, 0.8961834152497343, 0.10038796768707482, 0.08973166843783209]",2,2102,415
0.001,"[0.21304491678873697, 0.14720613139278624, 0.029914042154947917, 0.019038395030813726]",3,2103,416
0.001,"[0.637569834391276, 0.544237677949996, 0.0607840983072917, 0.01930810734916555]",3,2104,416
0.004,"[0.7515032327586207, 0.09338884829968119, 0.1188469827586206, 0.035870251062699254]",4,2105,416
0.008,"[0.7289008620689655, 0.8356137088204039, 0.1349245689655172, 0.05775106269925612]",1,2106,416
0.004,"[0.8285303751627604, 0.8599236085242832, 0.0780826822916667, 0.049076670223904606]",2,2107,417
0.003,"[0.6838149007161458, 0.8715283895276257, 0.06386912027994796, 0.04221572089441039]",2,2108,417
0.004,"[0.5015081278483073, 0.48729111976230266, 0.19576863606770833, 0.019461248338837]",3,2109,417
0.003,"[0.5665440877278646, 0.9202938276467864, 0.06196482340494791, 0.04874758376288668]",2,2110,418
0.004,"[0.3917798360188802, 0.9063554744130558, 0.0823932902018229, 0.051623314926304786]",2,2111,418
0.002,"[0.20578102111816407, 0.25940640266798926, 0.09015197753906248, 0.019580150213767245]",3,2112,419
0.002,"[0.3097663879394531, 0.25920952023483634, 0.08497263590494791, 0.020085332274749845]",3,2113,419
0.002,"[0.5764072672526042, 0.2593602858816232, 0.08794077555338542, 0.019557842745242804]",3,2114,419
0.002,"[0.24513331095377605, 0.3144147978054257, 0.09363667805989584, 0.01954090188494506]",3,2115,419
0.002,"[0.4225333658854167, 0.5199586963403257, 0.08268290201822914, 0.018219554831036766]",3,2116,419
0.002,"[0.2948212178548177, 0.46554653538180774, 0.08214299519856771, 0.018292845077714892]",3,2117,419
0.002,"[0.42431910196940104, 0.4647667351670153, 0.0829890950520833, 0.019959537375943248]",3,2118,419
0.002,"[0.4231480407714844, 0.547481186433727, 0.08297170003255205, 0.018858021012754245]",3,2119,419
0.001,"[0.4218495686848958, 0.49372267034735895, 0.08394429524739583, 0.017412240736753626]",3,2120,419
0.001,"[0.29355323791503907, 0.49338537501537894, 0.0831208292643229, 0.016866208374343827]",3,2121,419
0.001,"[0.2747718556722005, 0.08122416118311444, 0.046654103597005225, 0.017319541590733165]",3,2122,419
0.001,"[0.2936937713623047, 0.5199158435731422, 0.08331609090169273, 0.01705868538283295]",3,2123,419
0.002,"[0.40724828084309894, 0.06602232224672172, 0.08170949300130209, 0.01972230025163786]",3,2124,419
0.002,"[0.29406033833821615, 0.5476141101106258, 0.08407979329427084, 0.019771786186638773]",3,2125,419
0.002,"[0.3509163411458333, 0.3273079939714567, 0.0888623046875, 0.018878766557988813]",3,2126,419
0.001,"[0.11336568196614584, 0.2743075513464259, 0.027661997477213526, 0.019145815391240162]",3,2127,419
0.001,"[0.5097248840332032, 0.328924404354546, 0.04721547444661456, 0.017994297458118036]",3,2128,419
0.003,"[0.09143925984700521, 0.8770043881233596, 0.07532290140787759, 0.04384711157931431]",2,2129,419
0.004,"[0.5454617309570312, 0.876302964418266, 0.07425079345703134, 0.052144688884104395]",2,2130,419
0.001,"[0.7529871622721355, 0.06640813732397526, 0.04827819824218749, 0.01955911931716238]",3,2131,419
0.001,"[0.40635592142740884, 0.3149776709048454, 0.047122777303059915, 0.019564250635662694]",3,2132,419
0.001,"[0.10129669441664514, 0.7279324001736112, 0.051203325760266025, 0.02569665823555234]",2,2133,420
0.005,"[0.09956508668001034, 0.7560085720486112, 0.07726531225787707, 0.06250342981720935]",2,2134,420
0.004,"[0.08928018365024536, 0.8395299996757264, 0.0779448454045067, 0.045846756390684806]",2,2135,421
0.001,"[0.10325917645919422, 0.2434351349851333, 0.07303492018013946, 0.018414026019216934]",3,2136,421
0.001,"[0.41172308803589874, 0.23147805166427204, 0.04308224512525827, 0.018939099853827412]",3,2137,421
0.001,"[0.6818722559400826, 0.2566115572991499, 0.035196805591425684, 0.01906608104096824]",3,2138,421
0.002,"[0.7778127622998451, 0.27140541125379153, 0.1477685345105888, 0.01682629347761011]",3,2139,421
0.001,"[0.5931979597107438, 0.36808221458931994, 0.07376920841942147, 0.016754267316211657]",3,2140,421
0.001,"[0.7129921148631199, 0.37005529488944766, 0.07156629325929753, 0.016631495450191547]",3,2141,421
0.001,"[0.6189201922456095, 0.3946299351951628, 0.07260752275955584, 0.0169193662446121]",3,2142,421
0.001,"[0.6048754479274276, 0.422109085024545, 0.0672427847365703, 0.01413755063657407]",3,2143,421
0.001,"[0.7149648114669421, 0.42049161440872446, 0.0754843467523244, 0.014755775188577569]",3,2144,421
0.001,"[0.7324673739346591, 0.3983219775203544, 0.0797915119770144, 0.011233041112907072]",3,2145,421
0.004,"[0.6653357442220053, 0.8854679297900262, 0.06632497151692707, 0.05618886872539375]",2,2146,422
0.003,"[0.553306884765625, 0.8838699621165519, 0.06717539469401046, 0.04614642285925197]",2,2147,422
0.003,"[0.26553746541341144, 0.24311354163450058, 0.1739032999674479, 0.017175968456645235]",3,2148,423
0.026,"[0.09077351678298967, 0.3773279352226721, 0.2690786390352909, 0.09477202565369724]",1,2149,423
0.014,"[0.07816523234049479, 0.46225864174180664, 0.27429077148437503, 0.05172902384922595]",1,2150,423
0.014,"[0.07252178192138672, 0.5822187783061594, 0.2413195164998372, 0.056468214756258184]",1,2151,423
0.004,"[0.5933848571777344, 0.3258952205045236, 0.15372548421223964, 0.026575335566861646]",3,2152,424
0.002,"[0.23188977559407553, 0.6661906662382611, 0.12440836588541665, 0.017411464236560814]",3,2153,424
0.002,"[0.11972367604573568, 0.6521173981187257, 0.12742186228434244, 0.01751036965167585]",3,2154,424
0.001,"[0.8478520202636719, 0.642277337108869, 0.039405568440755157, 0.016900334333508682]",3,2155,424
0.003,"[0.7083558146158854, 0.5545223018666006, 0.06588938395182298, 0.04520847142669204]",2,2156,424
0.007,"[0.12301420618276127, 0.6757770406788793, 0.1703403660508453, 0.0413542414990421]",1,2157,425
0.025,"[0.532294201460041, 0.6515241795877235, 0.3349851514472335, 0.07326229870090994]",1,2158,425
0.008,"[0.1356503345927254, 0.8220009054717433, 0.20878135806224385, 0.03881383825231477]",1,2159,425
0.003,"[0.14141673103707736, 0.8833230750618615, 0.11073595891233351, 0.028436146781210092]",4,2160,425
0.002,"[0.15703665311219261, 0.756559057710728, 0.09418665151127048, 0.021530209829980884]",4,2161,425
0.007,"[0.602061987704918, 0.7536120652238985, 0.19264516361424178, 0.03883925007982125]",4,2162,425
0.007,"[0.2116843621045392, 0.101014545696068, 0.14263991574965615, 0.0490585148777896]",4,2163,426
0.001,"[0.19394859313964843, 0.23119511555150613, 0.06477869669596356, 0.016366113092481482]",3,2164,427
0.001,"[0.5838474527994791, 0.24102625896021262, 0.0676793416341146, 0.01758740611912052]",3,2165,427
0.001,"[0.11326157887776693, 0.24117729344318822, 0.07182963053385417, 0.016980004064815535]",3,2166,427
0.001,"[0.4927157084147135, 0.3835153088127215, 0.07104197184244793, 0.013716392910357589]",3,2167,427
0.001,"[0.4955932108561198, 0.36098641464390707, 0.06930603027343746, 0.015093931217783463]",3,2168,427
0.001,"[0.49517644246419273, 0.33946601631715123, 0.06831512451171867, 0.01567447308412534]",3,2169,427
0.003,"[0.5572136942545572, 0.8879446442594233, 0.05743235270182301, 0.053852199279155966]",2,2170,427
0.001,"[0.5992228190104166, 0.33955733309087066, 0.0676612345377604, 0.01524431680895616]",3,2171,427
0.001,"[0.6015455627441406, 0.36053234768896986, 0.06823059082031246, 0.01556262773336825]",3,2172,427
0.001,"[0.5998384602864584, 0.38315719919106395, 0.06828277587890619, 0.014572930090206215]",3,2173,427
0.002,"[0.4166571044921875, 0.8844177403400854, 0.046398518880208295, 0.050229102065882714]",2,2174,427
0.006,"[0.40701817830403647, 0.5620549486957269, 0.16279032389322917, 0.037569862750646776]",3,2175,428
0.007,"[0.21538346443228454, 0.12319424149840595, 0.16459687072503418, 0.0405154091392136]",4,2176,428
0.003,"[0.16437918240906763, 0.11548970150612628, 0.12276876480852972, 0.02848268316471103]",1,2177,429
0.017,"[0.09814955914606814, 0.7682747676454741, 0.2631575037221439, 0.06271935240062265]",1,2178,429
0.011,"[0.07567628954277664, 0.8379168163314177, 0.26396729516201334, 0.04035928270673683]",1,2179,429
0.014,"[0.07082291900134477, 0.8836364356341795, 0.34733313888799944, 0.04064302213042781]",1,2180,429
0.008,"[0.157900390625, 0.6033613681793213, 0.1466883850097656, 0.05707661310831702]",1,2181,430
0.009,"[0.6959515593047034, 0.09161591453674121, 0.17104422290388555, 0.04977036741214057]",4,2182,430
0.009,"[0.12704498977505113, 0.6897588857827476, 0.18773165899795502, 0.046875]",1,2183,430
0.013,"[0.12469644683026584, 0.7683394069488818, 0.2462135736196319, 0.05209165335463262]",1,2184,430
0.002,"[0.3947994044569672, 0.8887264402737867, 0.060628471999871925, 0.03246205063158525]",2,2185,431
0.003,"[0.5457591572745901, 0.885806340671895, 0.06916403848616803, 0.04191166474596897]",2,2186,431
0.012,"[0.13982218424479168, 0.5414152243702682, 0.19554626464843747, 0.06110492195050743]",1,2187,432
0.022,"[0.12213319142659505, 0.7745970893151981, 0.21186481475830077, 0.10244515015906897]",1,2188,432
0.009,"[0.11599138895670573, 0.7306167759846166, 0.21761891682942708, 0.039064859606556035]",1,2189,432
0.011,"[0.12876989936874955, 0.5972536634743889, 0.20547924879791502, 0.05438066465256797]",1,2190,432
0.012,"[0.11387989250275633, 0.6726269697614992, 0.24117109977949286, 0.047720134156729155]",1,2191,432
0.006,"[0.7314808434399118, 0.09472489885008518, 0.10362975468577729, 0.05343976256388415]",4,2192,432
0.001,"[0.12146040162454874, 0.8364156661958568, 0.04734506618531889, 0.026931791431261787]",2,2193,433
0.002,"[0.1143435995788207, 0.8679819915254238, 0.0506966380866426, 0.043737494114877595]",2,2194,433
0.005,"[0.679919179280599, 0.8869126449092742, 0.08448567708333332, 0.06404958417338702]",2,2195,434
0.004,"[0.7936962890625, 0.8997376669606855, 0.0819739786783854, 0.04534447454637103]",2,2196,434
0.001,"[0.3695249430338542, 0.09047343592489919, 0.03853688557942708, 0.01981642200100807]",3,2197,435
0.002,"[0.824853515625, 0.07148348900579637, 0.06938008626302083, 0.0218463626984627]",3,2198,435
0.001,"[0.29570098876953127, 0.10963658486643145, 0.07044860839843747, 0.020703597530241938]",3,2199,435
0.004,"[0.6798709106445312, 0.9013919953377016, 0.08072967529296882, 0.05148957283266131]",2,2200,435
0.001,"[0.18911844048618284, 0.7502438288234355, 0.06907298190534608, 0.020340608911039282]",4,2201,436
0.003,"[0.615568201995093, 0.7499686639427682, 0.08787418081740705, 0.030125487657646888]",4,2202,436
0.003,"[0.21710931446926654, 0.8828510074932152, 0.11259362086776856, 0.024147004460009613]",4,2203,436
0.009,"[0.17814240258587294, 0.672150554632623, 0.24051427920002583, 0.035494164945522044]",3,2204,436
0.012,"[0.5968765132683368, 0.6696396945841315, 0.27145885120738633, 0.045558651745090994]",3,2205,436
0.014,"[0.18508527771500516, 0.8110071720595865, 0.2654255512332128, 0.05098243995949081]",3,2206,436
0.001,"[0.18915682705965908, 0.4306116018867736, 0.07033333266076963, 0.017588414451628342]",3,2207,436
0.002,"[0.3256917149567407, 0.4165883265235872, 0.09345269321410121, 0.017728101552522357]",3,2208,436
0.001,"[0.38521889930914255, 0.42929907320102967, 0.07437744140625002, 0.018900943137372284]",3,2209,436
0.001,"[0.5467581756844008, 0.43261017196479884, 0.07553922795067158, 0.01639429241000162]",3,2210,436
0.001,"[0.7136293017174586, 0.43044658090876436, 0.05659008183755165, 0.01956133885097383]",3,2211,436
0.002,"[0.7372911689695248, 0.4161437754430077, 0.07467333580836777, 0.02018813794600094]",3,2212,436
0.002,"[0.8846706926330062, 0.41873500234474775, 0.08018597059013421, 0.02589566558409162]",3,2213,436
0.001,"[0.7188755798339844, 0.4340826226759327, 0.05981079101562492, 0.017062480443515826]",3,2214,437
0.019,"[0.10453126271565755, 0.7316749434754521, 0.3069858169555664, 0.06326885371245161]",1,2215,437
0.001,"[0.7234141540527343, 0.5262228795724322, 0.06433400472005213, 0.0181884765625]",3,2216,437
0.019,"[0.09030899047851562, 0.8794961776536256, 0.3839281717936198, 0.05015717735586245]",1,2217,437
0.012,"[0.10807837168375652, 0.8143041645217619, 0.24275389353434246, 0.047821596919412235]",1,2218,437
0.004,"[0.7588610423542355, 0.06056351149914821, 0.10356074669966997, 0.04241641822827939]",4,2219,437
0.004,"[0.6959886169433593, 0.8863115605619765, 0.06400065104166675, 0.06415502803841822]",2,2220,438
0.006,"[0.7775485738118489, 0.895958969273518, 0.10158065795898441, 0.062613103807587]",2,2221,438
0.002,"[0.635056592597336, 0.33880354100564736, 0.10773575579533812, 0.021039161341095958]",3,2222,439
0.002,"[0.7456510950307377, 0.37213844114184225, 0.0987031530161373, 0.017397825745330497]",3,2223,439
0.002,"[0.6979382124103484, 0.3875758925007982, 0.09389868564293036, 0.02233902308828223]",3,2224,439
0.002,"[0.4387753345927254, 0.5683203218540469, 0.09225183705814549, 0.020480296011933352]",3,2225,439
0.002,"[0.8039078509221311, 0.5549957158465039, 0.09311593477843239, 0.01897289134837954]",3,2226,439
0.002,"[0.44542766633580944, 0.6246928754589719, 0.0916975177702356, 0.017927030950670497]",3,2227,439
0.002,"[0.8030924812692111, 0.6057961416427203, 0.08789312644082992, 0.01886711266762453]",3,2228,439
0.002,"[0.4422699474897541, 0.6668049506605205, 0.08785510454021517, 0.02478214424688696]",3,2229,439
0.002,"[0.8032228563652664, 0.6555635688557631, 0.09224103083376023, 0.01984086895354409]",3,2230,439
0.002,"[0.440215564164959, 0.7183719406030492, 0.09301817847079918, 0.019036420917145525]",3,2231,439
0.002,"[0.8040653416367828, 0.7011179333293422, 0.0911104796362705, 0.022944541726532597]",3,2232,439
0.005,"[0.7491620173219775, 0.9129658938976692, 0.08967575323386268, 0.05341301110512453]",2,2233,439
0.005,"[0.8744091596759733, 0.9079147085528416, 0.06847974433273574, 0.06611089596803166]",2,2234,439
0.003,"[0.17203759031269764, 0.45164032866167886, 0.15966887466930105, 0.0208006162202109]",1,2235,440
0.008,"[0.4395846048990885, 0.6096593719167808, 0.1878905232747396, 0.04230947592823775]",1,2236,440
0.007,"[0.17398559717208184, 0.6158902616279069, 0.1421997217208183, 0.05202398255813956]",1,2237,440
0.006,"[0.20553643953068593, 0.6872674418604651, 0.18436935920577616, 0.03229651162790703]",1,2238,440
0.002,"[0.35922780354817707, 0.6347486751595723, 0.11069691975911461, 0.021503173198896608]",3,2239,441
0.002,"[0.5946134440104167, 0.5047159883164868, 0.10864898681640622, 0.022556108297761]",3,2240,441
0.001,"[0.37326039632161456, 0.4927287937439594, 0.04261388142903649, 0.01895070813365818]",3,2241,441
0.003,"[0.09278022130330403, 0.5857539226099387, 0.11364309310913086, 0.023151437031854072]",3,2242,441
0.002,"[0.34092557271321616, 0.5690529813471529, 0.09546867370605466, 0.023894870404115642]",3,2243,441
0.002,"[0.688053487141927, 0.7463398569637967, 0.09560109456380217, 0.02242475686614054]",3,2244,441
0.002,"[0.7075544230143229, 0.7952881645910519, 0.08868570963541667, 0.022501837346971643]",3,2245,441
0.002,"[0.09322247823079427, 0.8111514061996618, 0.09758402506510416, 0.023092525521504537]",3,2246,441
0.0,"[0.20577818552652996, 0.493961727496275, 0.026461550394694, 0.01702408938063782]",3,2247,441
0.001,"[0.18922069549560547, 0.105502256413096, 0.04028064727783204, 0.02306965700129872]",3,2248,441
0.001,"[0.8317335510253906, 0.7476696525652384, 0.04526738484700521, 0.021482015393443965]",3,2249,441
0.015,"[0.1394565709431966, 0.5737581548002577, 0.24566214243570964, 0.06145721120932668]",1,2250,442
0.018,"[0.13895299275716147, 0.7099694320836019, 0.3097608947753906, 0.05837745273236139]",1,2251,442
0.017,"[0.1529431406656901, 0.8306326325406733, 0.18324086507161458, 0.09239165315923004]",1,2252,442
0.014,"[0.14384092966715495, 0.6269499002043734, 0.27417853037516277, 0.049563535709971074]",1,2253,442
0.004,"[0.766263173421224, 0.09111350344628402, 0.12111455281575523, 0.0348380963826917]",4,2254,442
0.021,"[0.12459039052327474, 0.806390506705058, 0.24755606333414715, 0.08481369805090211]",1,2255,443
0.04,"[0.06647713979085286, 0.516342477700145, 0.32023916880289716, 0.124820512594636]",1,2256,443
0.007,"[0.2128835423787435, 0.7115416379319024, 0.15901668548583983, 0.0422426204091495]",1,2257,443
0.003,"[0.5466014099121094, 0.5765125235331428, 0.10749267578124999, 0.028777997518323106]",4,2258,443
0.003,"[0.775430908203125, 0.07282691640952199, 0.11041870117187502, 0.02524967783505154]",4,2259,443
0.007,"[0.1999012502034505, 0.7712024806701031, 0.16229278564453126, 0.04010686186171064]",1,2260,443
0.008,"[0.1281583191918545, 0.5362386691311463, 0.20484649157914958, 0.03681534612468074]",4,2261,444
0.009,"[0.5463624547739498, 0.5379492904643598, 0.2427168549084272, 0.0369719484604486]",4,2262,444
0.014,"[0.060129759741611166, 0.5913113999640804, 0.2974734196897413, 0.04727340444903416]",1,2263,444
0.032,"[0.08207582567558915, 0.4446978611659882, 0.3646867595735144, 0.08908505884319129]",1,2264,444
0.002,"[0.39918097824346827, 0.8892593091475096, 0.050060835040983576, 0.033487332126037606]",2,2265,444
0.004,"[0.5546895511814806, 0.8712220563437899, 0.06878406962410344, 0.05686379696978772]",2,2266,444
0.002,"[0.6544829061208678, 0.8657728563018838, 0.0476415208548554, 0.03630726547533525]",2,2267,445
0.005,"[0.7809623781314566, 0.8491371515305716, 0.08916197217200406, 0.056495325470945046]",2,2268,445
0.006,"[0.5783272298177083, 0.834695245801788, 0.25466094970703124, 0.024624224790592786]",3,2269,446
0.004,"[0.89420654296875, 0.8924834261235502, 0.06075439453124998, 0.07335025748026736]",2,2270,446
0.029,"[0.11096173604329428, 0.6711737249315399, 0.32366991678873697, 0.08969242056620497]",1,2271,446
0.011,"[0.10115261713663737, 0.8606704239992752, 0.21004550298055014, 0.053199689412854356]",1,2272,446
0.01,"[0.09241620381673177, 0.7908930827661887, 0.2614763895670573, 0.03932520286324104]",1,2273,446
0.01,"[0.1616205554024256, 0.8264447135860307, 0.23567564773980154, 0.040802677810902854]",1,2274,446
0.019,"[0.11745744069417317, 0.8409929570463515, 0.3345451227823893, 0.05700730785881125]",1,2275,447
0.019,"[0.08990882873535157, 0.6615271027555171, 0.33481486002604166, 0.05745720617549932]",1,2276,447
0.013,"[0.1336775704951857, 0.7574098366099894, 0.2898738394085282, 0.04479941551540911]",1,2277,447
0.004,"[0.3885026220770289, 0.8888732066950054, 0.10938574621733149, 0.03854360387885225]",4,2278,447
0.008,"[0.20285207423580787, 0.12155957197614992, 0.2275390625, 0.03656369782793867]",4,2279,448
0.014,"[0.1322849146525065, 0.6822532575155041, 0.29934975941975916, 0.048169322849549]",1,2280,449
0.015,"[0.5551792399088542, 0.6701914207222536, 0.2626605224609374, 0.05850691647873707]",1,2281,449
0.003,"[0.6164863586425782, 0.7524079784904558, 0.09553690592447917, 0.027583800640302858]",4,2282,449
0.009,"[0.14374677613480055, 0.7617021453241233, 0.2348854453232462, 0.0368872874601488]",4,2283,449
0.004,"[0.4250938669840495, 0.8776704453930413, 0.06770027160644532, 0.057141176204091426]",2,2284,450
0.015,"[0.08715194702148438, 0.4934618448473744, 0.25311620076497393, 0.0586372454141833]",1,2285,450
0.007,"[0.5459781392415365, 0.8645466283424613, 0.08039255777994792, 0.08129725505396268]",2,2286,450
0.024,"[0.5876389567057292, 0.45850014440792125, 0.2007676188151042, 0.12057550174673809]",1,2287,450
0.007,"[0.10612208048502604, 0.6336464636104623, 0.18309725443522135, 0.03921084059882407]",1,2288,450
0.003,"[0.13927566528320312, 0.7114149270598421, 0.10720410664876304, 0.02721853354542525]",4,2289,450
0.013,"[0.11046278635660807, 0.5311311151563507, 0.21920314788818362, 0.058884453527706215]",1,2290,450
0.006,"[0.6062052094818081, 0.5685956132879046, 0.11581363699007718, 0.05072135860306637]",4,2291,450
0.004,"[0.16079365352811467, 0.5820046316013628, 0.11456036383682469, 0.03316652470187398]",4,2292,450
0.002,"[0.26757972717285156, 0.5914387653783425, 0.09869222005208333, 0.01851701244865489]",3,2293,451
0.002,"[0.632989501953125, 0.5325887227795788, 0.08671407063802083, 0.01967086005456664]",3,2294,451
0.001,"[0.21928911844889323, 0.47542446175801384, 0.03833028157552085, 0.017728353284068965]",3,2295,451
0.002,"[0.27802940368652346, 0.5467164737662089, 0.1054902140299479, 0.020552802331668785]",3,2296,451
0.001,"[0.18799227396647136, 0.09828187018325649, 0.03486005147298177, 0.018801934940298803]",3,2297,451
0.001,"[0.13608304341634114, 0.5789556208345079, 0.03625452677408855, 0.017166688270175534]",3,2298,451
0.002,"[0.625744120279948, 0.8028691871879027, 0.09368804931640617, 0.01703714587024807]",3,2299,451
0.002,"[0.7689224243164062, 0.7565154242761356, 0.08935160319010416, 0.019028024575144964]",3,2300,451
0.002,"[0.6363025919596355, 0.7572343963937661, 0.08994873046874996, 0.018028337930895644]",3,2301,451
0.001,"[0.7619618733723958, 0.8036314974126127, 0.08880798339843754, 0.016748015413579287]",3,2302,451
0.002,"[0.7505256652832031, 0.7119669963404075, 0.08872873942057291, 0.018521338394007825]",3,2303,451
0.002,"[0.6183188883463542, 0.7119331753131041, 0.0902557373046875, 0.017771455430492855]",3,2304,451
